id	loan_doc_id	from_ac_id	to_ac_id	amount	txn_type	txn_id	txn_mode	txn_exec_by	txn_date	remarks	created_by	updated_by	created_at	updated_at
50809	CCA-860097-58407	NULL	1783	1022000.00	payment	fRGj53NJ	wallet_portal	2204	2021-01-11 00:00:00	NULL	26	NULL	2021-01-11 10:37:59	NULL
50875	CCA-921757-16767	NULL	1783	1022000.00	payment	gBgPFIqw	wallet_portal	2204	2021-01-11 00:00:00	NULL	26	NULL	2021-01-11 12:35:31	NULL
51079	CCA-226622-12016	NULL	1783	512000.00	payment	VAM8Dj7k	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 10:59:38	NULL
51104	CCA-350437-92835	NULL	1783	1022000.00	payment	3cEIUVA7	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 11:39:16	NULL
51109	CCA-664488-19750	NULL	1783	512000.00	payment	3zrrGZRb	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 11:46:29	NULL
51117	UEZM-244091-97545	NULL	3	1532000.00	payment	90007825	wallet_portal	2023	2021-01-12 00:00:00	NULL	23	NULL	2021-01-12 12:04:37	NULL
51129	CCA-997323-89788	NULL	1783	512000.00	payment	GhnIuqP4	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 12:33:24	NULL
51202	CCA-140054-70128	NULL	1783	3055000.00	payment	DWeuBfWnQYSY3lNd	wallet_portal	1486	2021-01-12 00:00:00	DWeuBfWn/QYSY3lNd	18	NULL	2021-01-12 14:35:55	NULL
51208	CCA-814791-96131	NULL	1783	1022000.00	payment	sL2GKftK	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 14:48:11	NULL
51218	CCA-381827-64112	NULL	1783	1022000.00	payment	jApnUBbj	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 15:02:01	NULL
51227	CCA-268903-37478	NULL	1783	1022000.00	payment	6VMLBReY	wallet_portal	1486	2021-01-12 00:00:00	NULL	18	NULL	2021-01-12 15:19:43	NULL
51490	CCA-956916-56805	NULL	1783	767000.00	payment	unjHE4JB	wallet_portal	1486	2021-01-18 00:00:00	NULL	18	NULL	2021-01-18 14:05:58	NULL
51522	CCA-671384-36987	NULL	1783	1532000.00	payment	EKid6Qrx	wallet_portal	1486	2021-01-18 00:00:00	NULL	18	NULL	2021-01-18 15:35:18	NULL
51537	CCA-360548-80079	NULL	1783	2038000.00	payment	hed57bZ5EAzcUNvx	wallet_portal	1486	2021-01-18 00:00:00	hed57bZ5/EAzcUNvx	18	NULL	2021-01-18 16:18:37	NULL
51573	CCA-805216-39606	NULL	1783	1022000.00	payment	W7EG4kRl	wallet_portal	1486	2021-01-18 00:00:00	NULL	18	NULL	2021-01-18 17:21:27	NULL
51601	CCA-814791-54870	NULL	1783	1022000.00	payment	KiUQgIeg	wallet_portal	1486	2021-01-19 00:00:00	NULL	18	NULL	2021-01-19 10:16:01	NULL
51968	CCA-703772-13684	NULL	1783	512000.00	payment	7UX3w6c1	wallet_portal	1487	2021-01-20 00:00:00	NULL	19	NULL	2021-01-20 13:29:40	NULL
52668	CCA-234716-78962	NULL	1783	1022000.00	payment	DtmFcRsM	wallet_portal	2204	2021-01-25 00:00:00	NULL	26	NULL	2021-01-25 15:32:07	NULL
52962	CCA-877275-58514	NULL	1783	512000.00	payment	XjrwxPry	wallet_portal	1486	2021-01-27 00:00:00	NULL	18	NULL	2021-01-27 10:56:03	NULL
52994	CCA-700085-23560	NULL	1783	1022000.00	payment	2Lv9exxY	wallet_portal	2204	2021-01-27 00:00:00	NULL	26	NULL	2021-01-27 11:38:01	NULL
53256	UEZM-757546-36313	NULL	3	512000.00	payment	90786422	wallet_portal	1173	2021-01-28 00:00:00	NULL	13	NULL	2021-01-28 10:45:18	NULL
53428	CCA-638375-45625	NULL	1783	1022000.00	payment	ZrGk8nCG	wallet_portal	1486	2021-01-28 00:00:00	NULL	18	NULL	2021-01-28 16:37:31	NULL
54103	UEZM-613837-23916	NULL	3	1532000.00	payment	15902801	wallet_transfer	1173	2021-02-02 00:00:00	NULL	13	NULL	2021-02-03 11:18:07	NULL
54966	CCA-366843-57903	NULL	1783	38000.00	payment	tfU7jW2Z	wallet_transfer		2021-02-09 11:45:30	Stock sent from resty ntono	26	NULL	2021-02-09 11:51:50	NULL
55277	CCA-390125-42370	NULL	1783	3055000.00	payment	nd8pXhdWYnTZndPU	wallet_portal	2204	2021-02-10 00:00:00	nd8pXhdW/YnTZndPU	26	NULL	2021-02-10 17:19:26	NULL
55315	CCA-670672-30202	NULL	1783	512000.00	payment	HPCJRrZ8	wallet_portal	2204	2021-02-11 00:00:00	NULL	26	NULL	2021-02-11 13:32:49	NULL
55415	CCA-685219-96282	NULL	1783	512000.00	payment	1ipcI2sH	wallet_portal	2204	2021-02-11 00:00:00	NULL	26	NULL	2021-02-11 16:22:30	NULL
55644	UEZM-170502-59516	NULL	1688	767000.00	payment	63150991	wallet_transfer	1173	2021-02-12 00:00:00	NULL	13	NULL	2021-02-12 18:54:05	NULL
56226	CCA-765317-51408	NULL	1783	512000.00	payment	GXkPxP3i	wallet_portal	2204	2021-02-17 00:00:00	NULL	26	NULL	2021-02-17 12:06:25	NULL
56242	UEZM-947349-26633	NULL	3	1532000.00	payment	91681320	wallet_portal	1173	2021-02-17 00:00:00	NULL	13	NULL	2021-02-17 12:19:47	NULL
56391	UEZM-680593-96989	NULL	3	1022000.00	payment	91719835	wallet_portal	1173	2021-02-18 00:00:00	NULL	13	NULL	2021-02-18 11:31:48	NULL
56395	UEZM-861743-19962	NULL	3	512000.00	payment	91719172	wallet_portal	1173	2021-02-18 00:00:00	NULL	13	NULL	2021-02-18 11:34:28	NULL
56552	CCA-903153-34808	NULL	1783	512000.00	payment	bZj6ys4q	wallet_portal	2204	2021-02-19 00:00:00	NULL	26	NULL	2021-02-19 12:14:08	NULL
